inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
ant-1.3.csv brier,0.2765957446808511,0.2765957446808511,0.23404255319148937,0.2127659574468085,0.14893617021276595,0.2127659574468085,0.19148936170212766,0.2978723404255319,0.2553191489361702,0.2553191489361702,0.14893617021276595,0.2127659574468085,0.23617021276595743,0.24468085106382978,0.2712765957446809,0.2978723404255319,0.04535681405764391
ant-1.3.csv brier,0.24444444444444444,0.3111111111111111,0.26666666666666666,0.28888888888888886,0.26666666666666666,0.2222222222222222,0.28888888888888886,0.15555555555555556,0.24444444444444444,0.3111111111111111,0.15555555555555556,0.24444444444444444,0.25999999999999995,0.26666666666666666,0.28888888888888886,0.3111111111111111,0.04690708207107426
ant-1.3.csv brier,0.13043478260869565,0.2391304347826087,0.1956521739130435,0.2391304347826087,0.1956521739130435,0.1956521739130435,0.21739130434782608,0.1956521739130435,0.1956521739130435,0.21739130434782608,0.13043478260869565,0.1956521739130435,0.20217391304347826,0.1956521739130435,0.21739130434782608,0.2391304347826087,0.030829054182873405
ant-1.3.csv brier,0.2727272727272727,0.22727272727272727,0.20454545454545456,0.20454545454545456,0.2727272727272727,0.18181818181818182,0.25,0.18181818181818182,0.20454545454545456,0.20454545454545456,0.18181818181818182,0.20454545454545456,0.22045454545454546,0.20454545454545456,0.24431818181818182,0.2727272727272727,0.03396441177493922
ant-1.3.csv brier,0.32653061224489793,0.24489795918367346,0.24489795918367346,0.30612244897959184,0.32653061224489793,0.1836734693877551,0.2857142857142857,0.30612244897959184,0.1836734693877551,0.2653061224489796,0.1836734693877551,0.24489795918367346,0.2673469387755102,0.2755102040816326,0.30612244897959184,0.32653061224489793,0.05308738235408617
ant-1.3.csv brier,0.22916666666666666,0.22916666666666666,0.22916666666666666,0.22916666666666666,0.22916666666666666,0.22916666666666666,0.25,0.22916666666666666,0.25,0.25,0.22916666666666666,0.22916666666666666,0.23541666666666666,0.22916666666666666,0.24479166666666666,0.25,0.01006345607374267
ant-1.3.csv brier,0.21428571428571427,0.2619047619047619,0.2619047619047619,0.21428571428571427,0.2619047619047619,0.2857142857142857,0.2619047619047619,0.23809523809523808,0.2619047619047619,0.21428571428571427,0.21428571428571427,0.22023809523809523,0.24761904761904763,0.2619047619047619,0.2619047619047619,0.2857142857142857,0.025594469042217623
ant-1.3.csv brier,0.2708333333333333,0.2708333333333333,0.16666666666666666,0.4375,0.25,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.3541666666666667,0.16666666666666666,0.16666666666666666,0.2552083333333333,0.2875,0.28125,0.3333333333333333,0.4375,0.08321751210525134
ant-1.3.csv brier,0.2553191489361702,0.2127659574468085,0.19148936170212766,0.3191489361702128,0.2978723404255319,0.23404255319148937,0.3404255319148936,0.3617021276595745,0.3404255319148936,0.23404255319148937,0.19148936170212766,0.23404255319148937,0.27872340425531916,0.276595744680851,0.3351063829787234,0.3617021276595745,0.06055425306705407
ant-1.3.csv brier,0.16666666666666666,0.20833333333333334,0.1875,0.25,0.125,0.22916666666666666,0.16666666666666666,0.0625,0.14583333333333334,0.1875,0.0625,0.15104166666666669,0.17291666666666666,0.17708333333333331,0.203125,0.25,0.0538362428980953
ant-1.4.csv brier,0.36363636363636365,0.2878787878787879,0.3181818181818182,0.3333333333333333,0.4090909090909091,0.3484848484848485,0.3484848484848485,0.3484848484848485,0.42424242424242425,0.4090909090909091,0.2878787878787879,0.3371212121212121,0.3590909090909091,0.3484848484848485,0.39772727272727276,0.42424242424242425,0.04347543276092393
ant-1.4.csv brier,0.3076923076923077,0.3230769230769231,0.3230769230769231,0.3384615384615385,0.3230769230769231,0.3384615384615385,0.3384615384615385,0.3230769230769231,0.3230769230769231,0.3076923076923077,0.3076923076923077,0.3230769230769231,0.3246153846153847,0.3230769230769231,0.33461538461538465,0.3384615384615385,0.011351765959578796
ant-1.4.csv brier,0.2972972972972973,0.3108108108108108,0.2702702702702703,0.28378378378378377,0.28378378378378377,0.2972972972972973,0.28378378378378377,0.2702702702702703,0.2702702702702703,0.3108108108108108,0.2702702702702703,0.2736486486486487,0.28783783783783784,0.28378378378378377,0.2972972972972973,0.3108108108108108,0.015668943361194666
ant-1.4.csv brier,0.18571428571428572,0.2857142857142857,0.2571428571428571,0.34285714285714286,0.2571428571428571,0.2857142857142857,0.3,0.3,0.2714285714285714,0.2714285714285714,0.18571428571428572,0.2607142857142857,0.2757142857142857,0.2785714285714286,0.29642857142857143,0.34285714285714286,0.0404341518387691
ant-1.4.csv brier,0.2711864406779661,0.2542372881355932,0.2711864406779661,0.2542372881355932,0.2542372881355932,0.1694915254237288,0.2542372881355932,0.3050847457627119,0.288135593220339,0.3050847457627119,0.1694915254237288,0.2542372881355932,0.2627118644067797,0.2627118644067796,0.2838983050847458,0.3050847457627119,0.0385259369971352
ant-1.4.csv brier,0.34285714285714286,0.2857142857142857,0.3,0.34285714285714286,0.37142857142857144,0.3142857142857143,0.34285714285714286,0.3142857142857143,0.35714285714285715,0.34285714285714286,0.2857142857142857,0.3142857142857143,0.33142857142857146,0.34285714285714286,0.34285714285714286,0.37142857142857144,0.026768512995343243
ant-1.4.csv brier,0.3125,0.3125,0.34375,0.296875,0.34375,0.3125,0.265625,0.296875,0.265625,0.296875,0.265625,0.296875,0.3046875,0.3046875,0.3125,0.34375,0.02681153682548698
