inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
ant-1.3.csv mcc,,,,,,,,,,,0.06285952386705952,0.09618216701140211,0.13879756130062268,0.12166932039750544,0.16851932765854133,0.2714904056752412,0.06337960245962848
ant-1.3.csv mcc,,,,,,,,,,,-0.14285714285714285,0.07273929674533079,0.09660627368915099,0.11633501014942219,0.14121975762272057,0.24355504371508985,0.11773701380707785
ant-1.3.csv mcc,,,,,,,,,,,-0.06375767130633382,-0.06375767130633382,0.006033583436647077,-0.06375767130633382,0.07219079258548045,0.2716256390786371,0.11994790367069151
ant-1.3.csv mcc,,,,,,,,,,,0.030556616567607043,0.10898234854603565,0.11735110685562433,0.1245051784744183,0.14002800840280097,0.175050164393881,0.04008632520123102
ant-1.3.csv mcc,,,,,,,,,,,-0.027639499641139105,0.007733602811121824,0.10664537357681278,0.12074882110101104,0.19428971226996772,0.2165408787114111,0.10116757079698935
ant-1.3.csv mcc,,,,,,,,,,,0.06003002251876642,0.20465012932880777,0.30126317672538094,0.2878582824656499,0.41642273436958466,0.5459459459459459,0.14830994631911795
ant-1.3.csv mcc,,,,,,,,,,,0.009843740386976971,0.0480081343540016,0.12482422235696995,0.09682995349201749,0.196085730247322,0.2980006111410021,0.10025015652342867
ant-1.3.csv mcc,,,,,,,,,,,0.004082993310704841,0.21011161561446168,0.27707841135852884,0.337210070035062,0.3616821166278091,0.39933499538383305,0.12900446432470208
ant-1.3.csv mcc,,,,,,,,,,,0.016012815380508715,0.1821691762047763,0.28447694866725726,0.28478520529247153,0.3898096931948064,0.5426227204903588,0.15660545928807437
ant-1.3.csv mcc,,,,,,,,,,,0.021350420507344953,0.18291528139466792,0.2876686510699619,0.3452593333559335,0.3978054408633121,0.45644122762530365,0.15036321928616478
ant-1.4.csv mcc,,,,,,,,,,,0.14033078917041467,0.18217941789726086,0.2204673181326557,0.22013127000649457,0.24371899395939728,0.3348410542678057,0.05468282065337504
ant-1.4.csv mcc,,,,,,,,,,,0.05045932363501327,0.10687358916096658,0.16808609164765906,0.19260003125912772,0.22136170364503804,0.24521928485219704,0.07233053455098801
ant-1.4.csv mcc,,,,,,,,,,,0.06470396333157187,0.17014048514805302,0.21253304561969263,0.22274895330652064,0.23705568723191967,0.3509670106514253,0.080168549224818
ant-1.4.csv mcc,,,,,,,,,,,0.018663083698528475,0.09783567940794288,0.1377843544671388,0.12858998369214078,0.1786331224759432,0.278775921907756,0.07364286298291702
ant-1.4.csv mcc,,,,,,,,,,,0.04781704867108593,0.14554114182467198,0.1985293287444098,0.2078995347628888,0.2439660784920309,0.3103533944492382,0.0804896114215735
ant-1.4.csv mcc,,,,,,,,,,,0.022492862284621332,0.10855019916727729,0.1657688688749925,0.17656741295777936,0.23678068290633128,0.2821964222798031,0.09025702625558807
ant-1.4.csv mcc,,,,,,,,,,,0.09947745781203773,0.19724700705676682,0.24256969221244834,0.2773500981126145,0.30119470216619926,0.32276060559218595,0.07932589030716045
ant-1.4.csv mcc,,,,,,,,,,,0.045567663536030575,0.08604483024531837,0.17231596045825837,0.1806596010346294,0.23412090441945912,0.3736548409954507,0.1018001153636966
ant-1.4.csv mcc,,,,,,,,,,,-0.177218874607065,0.04591417082948744,0.11264296399696108,0.14169334562065594,0.19736742565382936,0.2545988332799709,0.12965171825676491
ant-1.4.csv mcc,,,,,,,,,,,-0.09261095542425822,-0.011293848786315641,0.029894974686988967,0.00014126032085831804,0.09035079029052513,0.19199542936736588,0.08963553095146341
ant-1.5.csv mcc,,,,,,,,,,,0.06797530813008028,0.22832636278060664,0.26673538870179403,0.2552257569024168,0.2942357742920064,0.4714182561538874,0.11222200738023688
ant-1.5.csv mcc,,,,,,,,,,,0.03650397809447253,0.17764735749139807,0.2288297739540171,0.21200361326221273,0.24452941149921137,0.49586052431552574,0.11998596784362262
ant-1.5.csv mcc,,,,,,,,,,,0.1875069675405535,0.28281824989954313,0.3171466230895845,0.2976588628762542,0.349077986816976,0.5011651652080334,0.09557243431410066
ant-1.5.csv mcc,,,,,,,,,,,0.2080264753804789,0.2342478609495124,0.27621330134956834,0.2686504138853286,0.31938786204028785,0.36297042978008115,0.05652291261981923
ant-1.5.csv mcc,,,,,,,,,,,0.0013056143185890602,0.08084363414140013,0.1522021444597802,0.16781617247574765,0.19609764067217708,0.2836706177417632,0.09530855497128216
ant-1.5.csv mcc,,,,,,,,,,,0.09221388919541469,0.11166532980054863,0.18004512632804875,0.1583616074122362,0.23443252404486353,0.32916061348573433,0.07949630622532372
ant-1.5.csv mcc,,,,,,,,,,,-0.03658177043085727,0.09191542269461032,0.13892272531465644,0.13949911071357107,0.1671971915644047,0.2761682039766504,0.08924126143037403
ant-1.5.csv mcc,,,,,,,,,,,0.07412493166611012,0.22315426491014945,0.29542512468814786,0.3215271972159157,0.38318647393865335,0.4227600216066948,0.12131951994328743
ant-1.5.csv mcc,,,,,,,,,,,0.06643294778489989,0.17099614742184938,0.22833259580526652,0.25276587408468987,0.29479620579549326,0.33851380174674894,0.09279431070847036
ant-1.5.csv mcc,,,,,,,,,,,0.09588041581508897,0.17274158317945204,0.24696220247826547,0.25211383951019584,0.3304876513854402,0.3513946935481431,0.092850922804337
ant-1.6.csv mcc,,,,,,,,,,,0.0956762419775321,0.21902748406425826,0.2541117318863096,0.2612090784308334,0.29279063156060064,0.37849523545038616,0.07575251957587509
ant-1.6.csv mcc,,,,,,,,,,,0.13383759176243032,0.1768822807906942,0.22335043554919548,0.1986538673140914,0.2323382050673672,0.3824110671936759,0.08339639712045858
ant-1.6.csv mcc,,,,,,,,,,,0.246630104447142,0.2744213760197067,0.32064088185740436,0.3066500341781008,0.36618405636188667,0.4382861360216879,0.06327524127609477
ant-1.6.csv mcc,,,,,,,,,,,0.26475831188838056,0.2830602489200112,0.33066247861360665,0.2969556664658897,0.3578166439756587,0.5185971443286305,0.07766721042848042
ant-1.6.csv mcc,,,,,,,,,,,0.3340292283148719,0.3544977333299723,0.3926079287336326,0.37954909365889844,0.41684564994237844,0.47871355387816905,0.0492962664671219
ant-1.6.csv mcc,,,,,,,,,,,0.22855425759679057,0.28026937535422786,0.34635204043422185,0.3761533472149178,0.3949765733641598,0.4332001127219817,0.0750174673404747
ant-1.6.csv mcc,,,,,,,,,,,0.2564456244850939,0.3241977244856731,0.3626698425348324,0.368348706149471,0.40861552970110754,0.49440658405505483,0.07371412127963536
ant-1.6.csv mcc,,,,,,,,,,,0.28832728608817576,0.3646730792861433,0.4201983331062257,0.417094188244023,0.48793779426545947,0.5359014044722362,0.08445660640693217
ant-1.6.csv mcc,,,,,,,,,,,0.22448246335600633,0.30734710001554716,0.33089045608912904,0.3449792016222446,0.3697621365870837,0.42416374068864715,0.062037976054599056
ant-1.6.csv mcc,,,,,,,,,,,0.29120879120879123,0.32372321581318897,0.3760914026000083,0.3824319542720779,0.405620985330851,0.48098607024388185,0.06589407643472908
ant-1.7.csv mcc,,,,,,,,,,,0.2166373873716665,0.23012662523802835,0.25445887508135295,0.24864977089203388,0.265059402959853,0.3132672342836331,0.03345549382582453
ant-1.7.csv mcc,,,,,,,,,,,0.1702789950758866,0.21303132028289917,0.270221167721551,0.2792828219075084,0.31632344739767987,0.3770911463971162,0.0680618066893856
ant-1.7.csv mcc,,,,,,,,,,,0.24191544839071058,0.2611299057156736,0.300608510929448,0.28531049200081016,0.339974472031663,0.3783635485443852,0.05087141522294362
ant-1.7.csv mcc,,,,,,,,,,,0.23736091022755088,0.2721942285361597,0.2906537137547572,0.29756690033545197,0.3128435202004535,0.32921707703480785,0.030276945235943733
ant-1.7.csv mcc,,,,,,,,,,,0.2133227561967048,0.28010255133139583,0.30709686110713796,0.3134541509102545,0.34108864910682235,0.37365232694154554,0.04964929932909499
ant-1.7.csv mcc,,,,,,,,,,,0.264201229776562,0.32622655496885616,0.35885849073741877,0.37305325725033833,0.3930370596012186,0.4150871553917939,0.04813576752148298
ant-1.7.csv mcc,,,,,,,,,,,0.14293153970940234,0.16552885109738902,0.2226873467567962,0.22405024791076505,0.27829268631883813,0.3138241352897367,0.06253257609838246
ant-1.7.csv mcc,,,,,,,,,,,0.2182638260096274,0.2629746320729395,0.30070371807895996,0.30554128332325725,0.34002845835220047,0.3745192561729342,0.052177887289662966
ant-1.7.csv mcc,,,,,,,,,,,0.24941681963481643,0.29230343885277565,0.3250218830615069,0.3142506318609791,0.3656641268977009,0.4092732524070536,0.051323557793345714
ant-1.7.csv mcc,,,,,,,,,,,0.2784962391046533,0.3625902239745111,0.3829196042358572,0.3970163615528387,0.4176693456536234,0.4446409314789753,0.05489174674282672
camel-1.0.csv mcc,,,,,,,,,,,0.17310281453537454,0.23756554836659946,0.32425378374727004,0.3386342698108463,0.40875979828937026,0.48412698412698413,0.1033440486638034
camel-1.0.csv mcc,,,,,,,,,,,-0.05515573936163367,-0.05084745762711865,-0.049353583068255866,-0.05084745762711865,-0.046221724323728626,-0.04116934847963091,0.004380055726239837
camel-1.0.csv mcc,,,,,,,,,,,-0.042061011686753615,-0.041339018099359734,0.08004733857305113,-0.03611052289579302,0.25951262597988406,0.26797086477954546,0.15478293129515786
camel-1.0.csv mcc,,,,,,,,,,,-0.05622326736000621,-0.021229516187549334,0.06477402602684358,0.0466608826182237,0.13878800927456758,0.2223849749570686,0.09913025519941486
camel-1.0.csv mcc,,,,,,,,,,,-0.04641087035508034,-0.043557240518437665,-0.005859149740344436,-0.04056012061438944,-0.03817754938180387,0.14416546824034385,0.07631197515123932
camel-1.0.csv mcc,,,,,,,,,,,-0.04020422005641731,-0.03621245519765879,0.07965369630894985,0.13912925887813604,0.16735577132755142,0.17089426966147014,0.10178787921659743
camel-1.0.csv mcc,,,,,,,,,,,-0.06893546869105881,-0.057223260423228575,0.07267566188179994,0.032003610047399274,0.20119978390888393,0.30021463470655246,0.14817072855840263
camel-1.0.csv mcc,,,,,,,,,,,-0.049127545103047544,0.002731559094787561,0.110405540025535,0.13073054253755798,0.15521978488403668,0.3605527283480442,0.12641150999640394
camel-1.0.csv mcc,,,,,,,,,,,0.07609017460417355,0.12260182285541125,0.20188648534872478,0.22145305387758576,0.2582708256276237,0.38278789537074226,0.09875896611020811
camel-1.0.csv mcc,,,,,,,,,,,-0.045454545454545456,-0.045454545454545456,-0.042523776707424826,-0.04132231404958678,-0.04132231404958678,-0.03680801500813255,0.002872186859256839
camel-1.2.csv mcc,,,,,,,,,,,0.008780587783761113,0.06424013518576496,0.09219898712964773,0.10682431439267173,0.12815297018401972,0.15014284692820665,0.04893521019915095
camel-1.2.csv mcc,,,,,,,,,,,0.12943643399758767,0.16679322407835018,0.20877802076177412,0.2158181561609127,0.23608816796934756,0.3182803914747844,0.05835083678633417
camel-1.2.csv mcc,,,,,,,,,,,0.06262260537839023,0.08180847568870088,0.11715539511116513,0.09726209534882152,0.15705693388052194,0.20031329365792525,0.05026873618765657
camel-1.2.csv mcc,,,,,,,,,,,-0.09845648094994591,-0.0011393484109282087,0.021193035915133274,0.01859626928738191,0.04996989363189982,0.12491056126737124,0.06039345773701806
camel-1.2.csv mcc,,,,,,,,,,,0.1294747525213259,0.16238997364149063,0.20180628902120673,0.2060336841292487,0.22471221017966306,0.2909336004804329,0.04968295733878874
camel-1.2.csv mcc,,,,,,,,,,,0.028857495234831342,0.1160505838889389,0.14379680233485473,0.15270729638635255,0.19100525072646457,0.21674166892966074,0.060661304819320354
camel-1.2.csv mcc,,,,,,,,,,,0.04447895004017848,0.09932615940279059,0.14253658872408978,0.13324153081414397,0.18524117230315773,0.2698608045185578,0.06924015897044217
camel-1.2.csv mcc,,,,,,,,,,,-0.03493404523736051,0.043438626958157395,0.06601107796373688,0.0717885888114372,0.09903120697418656,0.1429277511361699,0.05803823374499334
camel-1.2.csv mcc,,,,,,,,,,,0.16622538750796942,0.1974583844377382,0.2154373548898633,0.20950687131092888,0.2318024537786131,0.27980379779613634,0.03331820953261501
camel-1.2.csv mcc,,,,,,,,,,,0.06215154010131408,0.12162842771618886,0.14132805158812994,0.1401494286534051,0.16081718909408477,0.22032667846926107,0.04979099480525971
camel-1.4.csv mcc,,,,,,,,,,,0.0737215751428531,0.10555371487096048,0.13994680589456632,0.1562284453323876,0.16519756303374933,0.21662740444369782,0.04557503876964402
camel-1.4.csv mcc,,,,,,,,,,,0.09857940227958575,0.16226159071624097,0.18196489767241125,0.17989364479431397,0.20178695844642247,0.28758824629887464,0.049016997499038845
camel-1.4.csv mcc,,,,,,,,,,,0.13251567873358797,0.16229909553431204,0.1890101020670874,0.17954475313898582,0.2232015901879389,0.2541718310992391,0.040473964514427016
camel-1.4.csv mcc,,,,,,,,,,,0.026689081728268945,0.070576489052768,0.10142001536989886,0.09088417642378122,0.12448077826189724,0.18088952922048665,0.049820008463295797
camel-1.4.csv mcc,,,,,,,,,,,0.08645815830234901,0.10677925399473145,0.13867195464622278,0.11934993508593403,0.16625796927979838,0.23865001325964522,0.0467868528624032
camel-1.4.csv mcc,,,,,,,,,,,0.12383012714066388,0.16079720339140963,0.19848492400999654,0.21917286261475405,0.236781543200571,0.2584636597423525,0.048571864375884136
camel-1.4.csv mcc,,,,,,,,,,,0.07306175266962268,0.11002982746137095,0.142820346149042,0.1420227836429877,0.1781292564211227,0.19314725857814907,0.0412339928481648
camel-1.4.csv mcc,,,,,,,,,,,0.024372352821704992,0.11570420878640644,0.12908461386307063,0.13772067982151265,0.16074842038062956,0.19698890351349627,0.05204379127661871
camel-1.4.csv mcc,,,,,,,,,,,0.0403635984043702,0.14336631826834226,0.16325958455775028,0.17739768485729174,0.19242367278599326,0.2579504678489552,0.06051560120551769
camel-1.4.csv mcc,,,,,,,,,,,0.05762539111899727,0.1426923746780747,0.1647930137313708,0.16494733292969116,0.1901201071627565,0.24221533440942675,0.05186861435943663
camel-1.6.csv mcc,,,,,,,,,,,0.08503060204029025,0.15052234251301722,0.1587585120953206,0.1758626780511337,0.18321406398140933,0.20012635191768988,0.04057799890893268
camel-1.6.csv mcc,,,,,,,,,,,0.14677253792157055,0.17809298855123418,0.20834241609359067,0.19968981850138806,0.21802712959857654,0.3037900362148332,0.049667019353271384
camel-1.6.csv mcc,,,,,,,,,,,0.14021882528553456,0.15893217802932316,0.1815227566727958,0.1703745713551143,0.19492612623587516,0.27822796768271174,0.03933174223267081
camel-1.6.csv mcc,,,,,,,,,,,0.10860029824995417,0.1399773975355474,0.19174414988465108,0.2011309922553952,0.2399833948722873,0.26576267394058545,0.05597968559271013
camel-1.6.csv mcc,,,,,,,,,,,0.09128490012807473,0.13522437939770007,0.15786009207326596,0.15782285234991264,0.1716053662003518,0.26420055788147445,0.049069430212154985
