inputfile,,,,,,,,,,,min,lower,avg,median,upper,max,variance
bank_marketing auc,0.7512555568905444,0.7572269614321758,0.7530217469662381,0.7470263126276583,0.7523008530577917,0.7452841523489125,0.7544154751892346,0.7530457767631863,0.7611077736393128,0.7456325844046618,0.7452841523489125,0.7491409347591014,0.7520317193319717,0.7526613000120149,0.7537306259762104,0.7611077736393128,0.004788147938704643
bank_marketing auc,0.7184875790748442,0.7074728715521774,0.7248175502334401,0.7253573306563411,0.7212123747151712,0.7258971110792422,0.7267197284765047,0.7237957518683175,0.7260385295664229,0.7212123747151712,0.7074728715521774,0.7212123747151712,0.7221011201937633,0.7243066510508788,0.7256272208677916,0.7267197284765047,0.005483803715296798
bank_marketing auc,0.7471739882393635,0.7529712902109996,0.7443012798339674,0.7567001037703216,0.747869249394673,0.7482082324455205,0.7459961950882048,0.7515980629539951,0.7488861985472155,0.7521151850570738,0.7443012798339674,0.7475216188170183,0.7495819785541336,0.7485472154963679,0.7518566240055344,0.7567001037703216,0.003528223920770124
bank_marketing auc,0.7531024035828429,0.7544750871792739,0.7430013934818327,0.7470223858350146,0.7477087276332302,0.7485181256629438,0.7497677530278766,0.7526361764522369,0.7423150516836171,0.7502339801584825,0.7423150516836171,0.7473655567341224,0.7488781084697351,0.7491429393454102,0.7514350783053597,0.7544750871792739,0.00385323253127514
bank_marketing auc,0.7614014411506554,0.7630206121351113,0.7533869871740423,0.7487117415555368,0.7561192276112009,0.7582037996545768,0.7599645375010617,0.7598229706390328,0.7656112857102408,0.7575561312607944,0.7487117415555368,0.7568376794359977,0.7583798734392253,0.7590133851468048,0.7606829893258586,0.7656112857102408,0.004601902870769787
bank_marketing auc,0.7733443027560675,0.7545295192354016,0.7593805240864064,0.7659177070941777,0.773096008390126,0.7642834113422348,0.7719583013700662,0.7561638149873444,0.7717100070041247,0.7592823181058476,0.7545295192354016,0.7593314210961271,0.7649665914371797,0.7651005592182063,0.7718341541870954,0.7733443027560675,0.006942182260574123
bank_marketing auc,0.7363358682996566,0.7419068989403251,0.7389813709451593,0.7350831233143211,0.7412786841756202,0.7327858100838602,0.7224119762420597,0.7379368027000339,0.7343867444842376,0.7301403074383576,0.7224119762420597,0.7335862772840489,0.7351247586623632,0.7357094958069889,0.7384590868225966,0.7419068989403251,0.005482633785403674
bank_marketing auc,0.732915860851699,0.7190351593876151,0.7280671816987785,0.7206278289707286,0.7359098728277469,0.7280671816987785,0.7261418441183263,0.7232185025458582,0.7363132112286652,0.7378352104081991,0.7190351593876151,0.7246801733320922,0.7288131853736396,0.7280671816987785,0.734412866839723,0.7378352104081991,0.006379668307110451
bank_marketing auc,0.7678694158075602,0.7704467353951889,0.7687285223367697,0.7716494845360824,0.768213058419244,0.7635738831615121,0.7768041237113402,0.7697594501718212,0.7658075601374571,0.7671821305841924,0.7635738831615121,0.7675257731958762,0.7690034364261168,0.7684707903780068,0.7701030927835051,0.7768041237113402,0.0033985889455614344
bank_marketing auc,0.7487940630797774,0.7437435580292723,0.7340754483611626,0.7438878581735724,0.7348072562358277,0.7492784992784994,0.7405380333951762,0.7386415172129458,0.7366522366522368,0.742723149866007,0.7340754483611626,0.7376468769325912,0.7413141620284478,0.7416305916305916,0.7438157081014223,0.7492784992784994,0.005080437617001428
